
ByteCode
____________________________________________________________________
| Offset | OpCode | ByteCode                                       |
| 18673  | 0x2A   | ALOAD_0                                        |
| 18674  | 0x2B   | ALOAD_1                                        |
| 18675  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #1713              |
| 18678  | 0xB1   | RETURN                                         |
| 18679  | 0x2A   | ALOAD_0                                        |
| 18680  | 0xCE   | GETFIELD_QUICK OFF #1                          |
| 18683  | 0x1B   | ILOAD_1                                        |
| 18684  | 0x60   | IADD                                           |
| 18685  | 0x3D   | ISTORE_2                                       |
| 18686  | 0x1C   | ILOAD_2                                        |
| 18687  | 0x2A   | ALOAD_0                                        |
| 18688  | 0xE6   | GETFIELDA_QUICK OFF #0                         |
| 18691  | 0xBE   | ARRAYLENGTH                                    |
| 18692  | 0xA2   | IF_ICMPGE 16                                   |
| 18695  | 0x1C   | ILOAD_2                                        |
| 18696  | 0x9B   | IFLT 12                                        |
| 18699  | 0x2A   | ALOAD_0                                        |
| 18700  | 0xE6   | GETFIELDA_QUICK OFF #0                         |
| 18703  | 0x1C   | ILOAD_2                                        |
| 18704  | 0x34   | CALOAD                                         |
| 18705  | 0xA7   | GOTO 6                                         |
| 18708  | 0xCC   | LDC_W_QUICK CPI #50                            |
| 18711  | 0xAC   | IRETURN                                        |
| 18712  | 0x2A   | ALOAD_0                                        |
| 18713  | 0xCE   | GETFIELD_QUICK OFF #1                          |
| 18716  | 0x2A   | ALOAD_0                                        |
| 18717  | 0xE6   | GETFIELDA_QUICK OFF #0                         |
| 18720  | 0xBE   | ARRAYLENGTH                                    |
| 18721  | 0xA2   | IF_ICMPGE 7                                    |
| 18724  | 0x04   | ICONST_1                                       |
| 18725  | 0xA7   | GOTO 4                                         |
| 18728  | 0x03   | ICONST_0                                       |
| 18729  | 0xAC   | IRETURN                                        |
| 18730  | 0x2A   | ALOAD_0                                        |
| 18731  | 0x59   | DUP                                            |
| 18732  | 0xCE   | GETFIELD_QUICK OFF #1                          |
| 18735  | 0x1B   | ILOAD_1                                        |
| 18736  | 0x60   | IADD                                           |
| 18737  | 0x5A   | DUP_X1                                         |
| 18738  | 0xCF   | PUTFIELD_QUICK OFF #1                          |
| 18741  | 0x2A   | ALOAD_0                                        |
| 18742  | 0xE6   | GETFIELDA_QUICK OFF #0                         |
| 18745  | 0xBE   | ARRAYLENGTH                                    |
| 18746  | 0xA2   | IF_ICMPGE 7                                    |
| 18749  | 0x04   | ICONST_1                                       |
| 18750  | 0xA7   | GOTO 4                                         |
| 18753  | 0x03   | ICONST_0                                       |
| 18754  | 0xAC   | IRETURN                                        |
| 18755  | 0x2A   | ALOAD_0                                        |
| 18756  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #1                 |
| 18759  | 0x2A   | ALOAD_0                                        |
| 18760  | 0x2B   | ALOAD_1                                        |
| 18761  | 0xCF   | PUTFIELD_QUICK OFF #0                          |
| 18764  | 0x2A   | ALOAD_0                                        |
| 18765  | 0x1C   | ILOAD_2                                        |
| 18766  | 0xCF   | PUTFIELD_QUICK OFF #1                          |
| 18769  | 0xB1   | RETURN                                         |
| 18770  | 0x2A   | ALOAD_0                                        |
| 18771  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #1                 |
| 18774  | 0xB1   | RETURN                                         |
| 18775  | 0x1A   | ILOAD_0                                        |
| 18776  | 0x9C   | IFGE 8                                         |
| 18779  | 0x1A   | ILOAD_0                                        |
| 18780  | 0x74   | INEG                                           |
| 18781  | 0xA7   | GOTO 4                                         |
| 18784  | 0x1A   | ILOAD_0                                        |
| 18785  | 0xAC   | IRETURN                                        |
| 18786  | 0x1E   | LLOAD_0                                        |
| 18787  | 0x09   | LCONST_0                                       |
| 18788  | 0x94   | LCMP                                           |
| 18789  | 0x9C   | IFGE 8                                         |
| 18792  | 0x1E   | LLOAD_0                                        |
| 18793  | 0x75   | LNEG                                           |
| 18794  | 0xA7   | GOTO 4                                         |
| 18797  | 0x1E   | LLOAD_0                                        |
| 18798  | 0xAD   | LRETURN                                        |
| 18799  | 0x22   | FLOAD_0                                        |
| 18800  | 0x0B   | FCONST_0                                       |
| 18801  | 0x96   | FCMPG                                          |
| 18802  | 0x9D   | IFGT 9                                         |
| 18805  | 0x0B   | FCONST_0                                       |
| 18806  | 0x22   | FLOAD_0                                        |
| 18807  | 0x66   | FSUB                                           |
| 18808  | 0xA7   | GOTO 4                                         |
| 18811  | 0x22   | FLOAD_0                                        |
| 18812  | 0xAE   | FRETURN                                        |
| 18813  | 0x26   | DLOAD_0                                        |
| 18814  | 0x0E   | DCONST_0                                       |
| 18815  | 0x98   | DCMPG                                          |
| 18816  | 0x9D   | IFGT 9                                         |
| 18819  | 0x0E   | DCONST_0                                       |
| 18820  | 0x26   | DLOAD_0                                        |
| 18821  | 0x67   | DSUB                                           |
| 18822  | 0xA7   | GOTO 4                                         |
| 18825  | 0x26   | DLOAD_0                                        |
| 18826  | 0xAF   | DRETURN                                        |
| 18827  | 0x1A   | ILOAD_0                                        |
| 18828  | 0x1B   | ILOAD_1                                        |
| 18829  | 0xA2   | IF_ICMPGE 7                                    |
| 18832  | 0x1A   | ILOAD_0                                        |
| 18833  | 0xA7   | GOTO 4                                         |
| 18836  | 0x1B   | ILOAD_1                                        |
| 18837  | 0xAC   | IRETURN                                        |
| 18838  | 0x1E   | LLOAD_0                                        |
| 18839  | 0x20   | LLOAD_2                                        |
| 18840  | 0x94   | LCMP                                           |
| 18841  | 0x9C   | IFGE 7                                         |
| 18844  | 0x1E   | LLOAD_0                                        |
| 18845  | 0xA7   | GOTO 4                                         |
| 18848  | 0x20   | LLOAD_2                                        |
| 18849  | 0xAD   | LRETURN                                        |
| 18850  | 0x22   | FLOAD_0                                        |
| 18851  | 0x22   | FLOAD_0                                        |
| 18852  | 0x95   | FCMPL                                          |
| 18853  | 0x99   | IFEQ 5                                         |
| 18856  | 0x22   | FLOAD_0                                        |
| 18857  | 0xAE   | FRETURN                                        |
| 18858  | 0x22   | FLOAD_0                                        |
| 18859  | 0x0B   | FCONST_0                                       |
| 18860  | 0x95   | FCMPL                                          |
| 18861  | 0x9A   | IFNE 15                                        |
| 18864  | 0x23   | FLOAD_1                                        |
| 18865  | 0x0B   | FCONST_0                                       |
| 18866  | 0x95   | FCMPL                                          |
| 18867  | 0x9A   | IFNE 9                                         |
| 18870  | 0x22   | FLOAD_0                                        |
| 18871  | 0x76   | FNEG                                           |
| 18872  | 0x23   | FLOAD_1                                        |
| 18873  | 0x66   | FSUB                                           |
| 18874  | 0x76   | FNEG                                           |
| 18875  | 0xAE   | FRETURN                                        |
| 18876  | 0x22   | FLOAD_0                                        |
| 18877  | 0x23   | FLOAD_1                                        |
| 18878  | 0x96   | FCMPG                                          |
| 18879  | 0x9C   | IFGE 7                                         |
| 18882  | 0x22   | FLOAD_0                                        |
| 18883  | 0xA7   | GOTO 4                                         |
| 18886  | 0x23   | FLOAD_1                                        |
| 18887  | 0xAE   | FRETURN                                        |
| 18888  | 0x26   | DLOAD_0                                        |
| 18889  | 0x26   | DLOAD_0                                        |
| 18890  | 0x97   | DCMPL                                          |
| 18891  | 0x99   | IFEQ 5                                         |
| 18894  | 0x26   | DLOAD_0                                        |
| 18895  | 0xAF   | DRETURN                                        |
| 18896  | 0x26   | DLOAD_0                                        |
| 18897  | 0x0E   | DCONST_0                                       |
| 18898  | 0x97   | DCMPL                                          |
| 18899  | 0x9A   | IFNE 15                                        |
| 18902  | 0x28   | DLOAD_2                                        |
| 18903  | 0x0E   | DCONST_0                                       |
| 18904  | 0x97   | DCMPL                                          |
| 18905  | 0x9A   | IFNE 9                                         |
| 18908  | 0x26   | DLOAD_0                                        |
| 18909  | 0x77   | DNEG                                           |
| 18910  | 0x28   | DLOAD_2                                        |
| 18911  | 0x67   | DSUB                                           |
| 18912  | 0x77   | DNEG                                           |
| 18913  | 0xAF   | DRETURN                                        |
| 18914  | 0x26   | DLOAD_0                                        |
| 18915  | 0x28   | DLOAD_2                                        |
| 18916  | 0x98   | DCMPG                                          |
| 18917  | 0x9C   | IFGE 7                                         |
| 18920  | 0x26   | DLOAD_0                                        |
| 18921  | 0xA7   | GOTO 4                                         |
| 18924  | 0x28   | DLOAD_2                                        |
| 18925  | 0xAF   | DRETURN                                        |
| 18926  | 0x1A   | ILOAD_0                                        |
| 18927  | 0x1B   | ILOAD_1                                        |
| 18928  | 0xA4   | IF_ICMPLE 7                                    |
| 18931  | 0x1A   | ILOAD_0                                        |
| 18932  | 0xA7   | GOTO 4                                         |
| 18935  | 0x1B   | ILOAD_1                                        |
| 18936  | 0xAC   | IRETURN                                        |
| 18937  | 0x1E   | LLOAD_0                                        |
| 18938  | 0x20   | LLOAD_2                                        |
| 18939  | 0x94   | LCMP                                           |
| 18940  | 0x9E   | IFLE 7                                         |
| 18943  | 0x1E   | LLOAD_0                                        |
| 18944  | 0xA7   | GOTO 4                                         |
| 18947  | 0x20   | LLOAD_2                                        |
| 18948  | 0xAD   | LRETURN                                        |
| 18949  | 0x22   | FLOAD_0                                        |
| 18950  | 0x22   | FLOAD_0                                        |
| 18951  | 0x95   | FCMPL                                          |
| 18952  | 0x99   | IFEQ 5                                         |
| 18955  | 0x22   | FLOAD_0                                        |
| 18956  | 0xAE   | FRETURN                                        |
| 18957  | 0x22   | FLOAD_0                                        |
| 18958  | 0x0B   | FCONST_0                                       |
| 18959  | 0x95   | FCMPL                                          |
| 18960  | 0x9A   | IFNE 14                                        |
| 18963  | 0x23   | FLOAD_1                                        |
| 18964  | 0x0B   | FCONST_0                                       |
| 18965  | 0x95   | FCMPL                                          |
| 18966  | 0x9A   | IFNE 8                                         |
| 18969  | 0x22   | FLOAD_0                                        |
| 18970  | 0x23   | FLOAD_1                                        |
| 18971  | 0x76   | FNEG                                           |
| 18972  | 0x66   | FSUB                                           |
| 18973  | 0xAE   | FRETURN                                        |
| 18974  | 0x22   | FLOAD_0                                        |
| 18975  | 0x23   | FLOAD_1                                        |
| 18976  | 0x95   | FCMPL                                          |
| 18977  | 0x9E   | IFLE 7                                         |
| 18980  | 0x22   | FLOAD_0                                        |
| 18981  | 0xA7   | GOTO 4                                         |
| 18984  | 0x23   | FLOAD_1                                        |
| 18985  | 0xAE   | FRETURN                                        |
| 18986  | 0x26   | DLOAD_0                                        |
| 18987  | 0x26   | DLOAD_0                                        |
| 18988  | 0x97   | DCMPL                                          |
| 18989  | 0x99   | IFEQ 5                                         |
| 18992  | 0x26   | DLOAD_0                                        |
| 18993  | 0xAF   | DRETURN                                        |
| 18994  | 0x26   | DLOAD_0                                        |
| 18995  | 0x0E   | DCONST_0                                       |
| 18996  | 0x97   | DCMPL                                          |
| 18997  | 0x9A   | IFNE 14                                        |
| 19000  | 0x28   | DLOAD_2                                        |
| 19001  | 0x0E   | DCONST_0                                       |
| 19002  | 0x97   | DCMPL                                          |
| 19003  | 0x9A   | IFNE 8                                         |
| 19006  | 0x26   | DLOAD_0                                        |
| 19007  | 0x28   | DLOAD_2                                        |
| 19008  | 0x77   | DNEG                                           |
| 19009  | 0x67   | DSUB                                           |
| 19010  | 0xAF   | DRETURN                                        |
| 19011  | 0x26   | DLOAD_0                                        |
| 19012  | 0x28   | DLOAD_2                                        |
| 19013  | 0x97   | DCMPL                                          |
| 19014  | 0x9E   | IFLE 7                                         |
| 19017  | 0x26   | DLOAD_0                                        |
| 19018  | 0xA7   | GOTO 4                                         |
| 19021  | 0x28   | DLOAD_2                                        |
| 19022  | 0xAF   | DRETURN                                        |
| 19023  | 0x26   | DLOAD_0                                        |
| 19024  | 0xCD   | LDC2_W_QUICK CPI #51                           |
| 19027  | 0x97   | DCMPL                                          |
| 19028  | 0x99   | IFEQ 11                                        |
| 19031  | 0x26   | DLOAD_0                                        |
| 19032  | 0xCD   | LDC2_W_QUICK CPI #53                           |
| 19035  | 0x98   | DCMPG                                          |
| 19036  | 0x9B   | IFLT 7                                         |
| 19039  | 0xCD   | LDC2_W_QUICK CPI #55                           |
| 19042  | 0xAF   | DRETURN                                        |
| 19043  | 0x26   | DLOAD_0                                        |
| 19044  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5384              |
| 19047  | 0xCD   | LDC2_W_QUICK CPI #57                           |
| 19050  | 0x98   | DCMPG                                          |
| 19051  | 0x9D   | IFGT 9                                         |
| 19054  | 0x26   | DLOAD_0                                        |
| 19055  | 0x0E   | DCONST_0                                       |
| 19056  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5416              |
| 19059  | 0xAF   | DRETURN                                        |
| 19060  | 0x05   | ICONST_2                                       |
| 19061  | 0xDC   | NEWARRAY_QUICK RCTI #3                         |
| 19063  | 0x4D   | ASTORE_2                                       |
| 19064  | 0x26   | DLOAD_0                                        |
| 19065  | 0x2C   | ALOAD_2                                        |
| 19066  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5413              |
| 19069  | 0x3E   | ISTORE_3                                       |
| 19070  | 0x1D   | ILOAD_3                                        |
| 19071  | 0x06   | ICONST_3                                       |
| 19072  | 0x7E   | IAND                                           |
| 19073  | 0x36   | ISTORE 4                                       |
| 19075  | 0x15   | ILOAD 4                                        |
| 19077  | 0x03   | ICONST_0                                       |
| 19078  | 0x9F   | IF_ICMPEQ 18                                   |
| 19081  | 0x15   | ILOAD 4                                        |
| 19083  | 0x04   | ICONST_1                                       |
| 19084  | 0x9F   | IF_ICMPEQ 22                                   |
| 19087  | 0x15   | ILOAD 4                                        |
| 19089  | 0x05   | ICONST_2                                       |
| 19090  | 0x9F   | IF_ICMPEQ 26                                   |
| 19093  | 0xA7   | GOTO 34                                        |
| 19096  | 0x2C   | ALOAD_2                                        |
| 19097  | 0x03   | ICONST_0                                       |
| 19098  | 0x31   | DALOAD                                         |
| 19099  | 0x2C   | ALOAD_2                                        |
| 19100  | 0x04   | ICONST_1                                       |
| 19101  | 0x31   | DALOAD                                         |
| 19102  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5416              |
| 19105  | 0xAF   | DRETURN                                        |
| 19106  | 0x2C   | ALOAD_2                                        |
| 19107  | 0x03   | ICONST_0                                       |
| 19108  | 0x31   | DALOAD                                         |
| 19109  | 0x2C   | ALOAD_2                                        |
| 19110  | 0x04   | ICONST_1                                       |
| 19111  | 0x31   | DALOAD                                         |
| 19112  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5417              |
| 19115  | 0xAF   | DRETURN                                        |
| 19116  | 0x2C   | ALOAD_2                                        |
| 19117  | 0x03   | ICONST_0                                       |
| 19118  | 0x31   | DALOAD                                         |
| 19119  | 0x2C   | ALOAD_2                                        |
| 19120  | 0x04   | ICONST_1                                       |
| 19121  | 0x31   | DALOAD                                         |
| 19122  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5416              |
| 19125  | 0x77   | DNEG                                           |
| 19126  | 0xAF   | DRETURN                                        |
| 19127  | 0x2C   | ALOAD_2                                        |
| 19128  | 0x03   | ICONST_0                                       |
| 19129  | 0x31   | DALOAD                                         |
| 19130  | 0x2C   | ALOAD_2                                        |
| 19131  | 0x04   | ICONST_1                                       |
| 19132  | 0x31   | DALOAD                                         |
| 19133  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5417              |
| 19136  | 0x77   | DNEG                                           |
| 19137  | 0xAF   | DRETURN                                        |
| 19138  | 0x26   | DLOAD_0                                        |
| 19139  | 0xCD   | LDC2_W_QUICK CPI #51                           |
| 19142  | 0x97   | DCMPL                                          |
| 19143  | 0x99   | IFEQ 11                                        |
| 19146  | 0x26   | DLOAD_0                                        |
| 19147  | 0xCD   | LDC2_W_QUICK CPI #53                           |
| 19150  | 0x98   | DCMPG                                          |
| 19151  | 0x9B   | IFLT 7                                         |
| 19154  | 0xCD   | LDC2_W_QUICK CPI #55                           |
| 19157  | 0xAF   | DRETURN                                        |
| 19158  | 0x26   | DLOAD_0                                        |
| 19159  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5384              |
| 19162  | 0xCD   | LDC2_W_QUICK CPI #57                           |
| 19165  | 0x98   | DCMPG                                          |
| 19166  | 0x9D   | IFGT 9                                         |
| 19169  | 0x26   | DLOAD_0                                        |
| 19170  | 0x0E   | DCONST_0                                       |
| 19171  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5417              |
| 19174  | 0xAF   | DRETURN                                        |
| 19175  | 0x05   | ICONST_2                                       |
| 19176  | 0xDC   | NEWARRAY_QUICK RCTI #3                         |
| 19178  | 0x4D   | ASTORE_2                                       |
| 19179  | 0x26   | DLOAD_0                                        |
| 19180  | 0x2C   | ALOAD_2                                        |
| 19181  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5413              |
| 19184  | 0x3E   | ISTORE_3                                       |
| 19185  | 0x1D   | ILOAD_3                                        |
| 19186  | 0x06   | ICONST_3                                       |
| 19187  | 0x7E   | IAND                                           |
| 19188  | 0x36   | ISTORE 4                                       |
| 19190  | 0x15   | ILOAD 4                                        |
| 19192  | 0x03   | ICONST_0                                       |
| 19193  | 0x9F   | IF_ICMPEQ 18                                   |
| 19196  | 0x15   | ILOAD 4                                        |
| 19198  | 0x04   | ICONST_1                                       |
| 19199  | 0x9F   | IF_ICMPEQ 22                                   |
| 19202  | 0x15   | ILOAD 4                                        |
| 19204  | 0x05   | ICONST_2                                       |
| 19205  | 0x9F   | IF_ICMPEQ 27                                   |
| 19208  | 0xA7   | GOTO 35                                        |
| 19211  | 0x2C   | ALOAD_2                                        |
| 19212  | 0x03   | ICONST_0                                       |
| 19213  | 0x31   | DALOAD                                         |
| 19214  | 0x2C   | ALOAD_2                                        |
| 19215  | 0x04   | ICONST_1                                       |
| 19216  | 0x31   | DALOAD                                         |
| 19217  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5417              |
| 19220  | 0xAF   | DRETURN                                        |
| 19221  | 0x2C   | ALOAD_2                                        |
| 19222  | 0x03   | ICONST_0                                       |
| 19223  | 0x31   | DALOAD                                         |
| 19224  | 0x2C   | ALOAD_2                                        |
| 19225  | 0x04   | ICONST_1                                       |
| 19226  | 0x31   | DALOAD                                         |
| 19227  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5416              |
| 19230  | 0x77   | DNEG                                           |
| 19231  | 0xAF   | DRETURN                                        |
| 19232  | 0x2C   | ALOAD_2                                        |
| 19233  | 0x03   | ICONST_0                                       |
| 19234  | 0x31   | DALOAD                                         |
| 19235  | 0x2C   | ALOAD_2                                        |
| 19236  | 0x04   | ICONST_1                                       |
| 19237  | 0x31   | DALOAD                                         |
| 19238  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5417              |
| 19241  | 0x77   | DNEG                                           |
| 19242  | 0xAF   | DRETURN                                        |
| 19243  | 0x2C   | ALOAD_2                                        |
| 19244  | 0x03   | ICONST_0                                       |
| 19245  | 0x31   | DALOAD                                         |
| 19246  | 0x2C   | ALOAD_2                                        |
| 19247  | 0x04   | ICONST_1                                       |
| 19248  | 0x31   | DALOAD                                         |
| 19249  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5416              |
| 19252  | 0xAF   | DRETURN                                        |
| 19253  | 0x26   | DLOAD_0                                        |
| 19254  | 0xCD   | LDC2_W_QUICK CPI #51                           |
| 19257  | 0x97   | DCMPL                                          |
| 19258  | 0x99   | IFEQ 11                                        |
| 19261  | 0x26   | DLOAD_0                                        |
| 19262  | 0xCD   | LDC2_W_QUICK CPI #53                           |
| 19265  | 0x98   | DCMPG                                          |
| 19266  | 0x9B   | IFLT 7                                         |
| 19269  | 0xCD   | LDC2_W_QUICK CPI #55                           |
| 19272  | 0xAF   | DRETURN                                        |
| 19273  | 0x26   | DLOAD_0                                        |
| 19274  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5384              |
| 19277  | 0xCD   | LDC2_W_QUICK CPI #57                           |
| 19280  | 0x98   | DCMPG                                          |
| 19281  | 0x9D   | IFGT 10                                        |
| 19284  | 0x26   | DLOAD_0                                        |
| 19285  | 0x0E   | DCONST_0                                       |
| 19286  | 0x03   | ICONST_0                                       |
| 19287  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5418              |
| 19290  | 0xAF   | DRETURN                                        |
| 19291  | 0x05   | ICONST_2                                       |
| 19292  | 0xDC   | NEWARRAY_QUICK RCTI #3                         |
| 19294  | 0x4D   | ASTORE_2                                       |
| 19295  | 0x26   | DLOAD_0                                        |
| 19296  | 0x2C   | ALOAD_2                                        |
| 19297  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5413              |
| 19300  | 0x3E   | ISTORE_3                                       |
| 19301  | 0x2C   | ALOAD_2                                        |
| 19302  | 0x03   | ICONST_0                                       |
| 19303  | 0x31   | DALOAD                                         |
| 19304  | 0x2C   | ALOAD_2                                        |
| 19305  | 0x04   | ICONST_1                                       |
| 19306  | 0x31   | DALOAD                                         |
| 19307  | 0x1D   | ILOAD_3                                        |
| 19308  | 0x04   | ICONST_1                                       |
| 19309  | 0x7E   | IAND                                           |
| 19310  | 0x04   | ICONST_1                                       |
| 19311  | 0xA0   | IF_ICMPNE 7                                    |
| 19314  | 0x04   | ICONST_1                                       |
| 19315  | 0xA7   | GOTO 4                                         |
| 19318  | 0x03   | ICONST_0                                       |
| 19319  | 0xD7   | INVOKENONVIRTUAL_QUICK AMTI #5418              |
| 19322  | 0xAF   | DRETURN                                        |
| 19323  | 0x26   | DLOAD_0                                        |
| 19324  | 0x0E   | DCONST_0                                       |
| 19325  | 0x98   | DCMPG                                          |
| 19326  | 0x9C   | IFGE 7                                         |
| 19329  | 0x04   | ICONST_1                                       |
| 19330  | 0xA7   | GOTO 4                                         |
| 19333  | 0x03   | ICONST_0                                       |
| 19334  | 0x3D   | ISTORE_2                                       |
| 19335  | 0x1C   | ILOAD_2                                        |
| 19336  | 0x99   | IFEQ 6                                         |
| 19339  | 0x26   | DLOAD_0                                        |
| 19340  | 0x77   | DNEG                                           |
| 19341  | 0x47   | DSTORE_0                                       |
| 19342  | 0x26   | DLOAD_0                                        |
| 19343  | 0x0F   | DCONST_1                                       |
| 19344  | 0x98   | DCMPG                                          |
| 19345  | 0x9E   | IFLE 7                                         |
| 19348  | 0xCD   | LDC2_W_QUICK CPI #55                           |
| 19351  | 0xAF   | DRETURN                                        |
| 19352  | 0x26   | DLOAD_0                                        |
| 19353  | 0x0F   | DCONST_1                                       |
| 19354  | 0x97   | DCMPL                                          |
| 19355  | 0x9A   | IFNE 17                                        |
| 19358  | 0x1C   | ILOAD_2                                        |
| 19359  | 0x99   | IFEQ 9                                         |
| 19362  | 0xCD   | LDC2_W_QUICK CPI #59                           |
| 19365  | 0xA7   | GOTO 6                                         |
| 19368  | 0xCD   | LDC2_W_QUICK CPI #61                           |
| 19371  | 0xAF   | DRETURN                                        |
| 19372  | 0x26   | DLOAD_0                                        |
| 19373  | 0xCD   | LDC2_W_QUICK CPI #63                           |
| 19376  | 0x98   | DCMPG                                          |
| 19377  | 0x9C   | IFGE 117                                       |
| 19380  | 0x26   | DLOAD_0                                        |
| 19381  | 0xCD   | LDC2_W_QUICK CPI #65                           |
| 19384  | 0x98   | DCMPG                                          |
| 19385  | 0x9C   | IFGE 14                                        |
| 19388  | 0x1C   | ILOAD_2                                        |
| 19389  | 0x99   | IFEQ 8                                         |
| 19392  | 0x26   | DLOAD_0                                        |
| 19393  | 0x77   | DNEG                                           |
| 19394  | 0xA7   | GOTO 4                                         |
| 19397  | 0x26   | DLOAD_0                                        |
| 19398  | 0xAF   | DRETURN                                        |
| 19399  | 0x26   | DLOAD_0                                        |
| 19400  | 0x26   | DLOAD_0                                        |
| 19401  | 0x6B   | DMUL                                           |
| 19402  | 0x4A   | DSTORE_3                                       |
| 19403  | 0x29   | DLOAD_3                                        |
| 19404  | 0xCD   | LDC2_W_QUICK CPI #67                           |
| 19407  | 0x29   | DLOAD_3                                        |
| 19408  | 0xCD   | LDC2_W_QUICK CPI #69                           |
| 19411  | 0x29   | DLOAD_3                                        |
| 19412  | 0xCD   | LDC2_W_QUICK CPI #71                           |
| 19415  | 0x29   | DLOAD_3                                        |
| 19416  | 0xCD   | LDC2_W_QUICK CPI #73                           |
| 19419  | 0x29   | DLOAD_3                                        |
| 19420  | 0xCD   | LDC2_W_QUICK CPI #75                           |
| 19423  | 0x29   | DLOAD_3                                        |
| 19424  | 0xCD   | LDC2_W_QUICK CPI #77                           |
| 19427  | 0x6B   | DMUL                                           |
| 19428  | 0x63   | DADD                                           |
| 19429  | 0x6B   | DMUL                                           |
| 19430  | 0x63   | DADD                                           |
| 19431  | 0x6B   | DMUL                                           |
| 19432  | 0x63   | DADD                                           |
| 19433  | 0x6B   | DMUL                                           |
| 19434  | 0x63   | DADD                                           |
| 19435  | 0x6B   | DMUL                                           |
| 19436  | 0x63   | DADD                                           |
| 19437  | 0x6B   | DMUL                                           |
| 19438  | 0x39   | DSTORE 5                                       |
| 19440  | 0x0F   | DCONST_1                                       |
| 19441  | 0x29   | DLOAD_3                                        |
| 19442  | 0xCD   | LDC2_W_QUICK CPI #79                           |
| 19445  | 0x29   | DLOAD_3                                        |
| 19446  | 0xCD   | LDC2_W_QUICK CPI #81                           |
| 19449  | 0x29   | DLOAD_3                                        |
| 19450  | 0xCD   | LDC2_W_QUICK CPI #83                           |
| 19453  | 0x29   | DLOAD_3                                        |
| 19454  | 0xCD   | LDC2_W_QUICK CPI #85                           |
| 19457  | 0x6B   | DMUL                                           |
| 19458  | 0x63   | DADD                                           |
| 19459  | 0x6B   | DMUL                                           |
| 19460  | 0x63   | DADD                                           |
| 19461  | 0x6B   | DMUL                                           |
| 19462  | 0x63   | DADD                                           |
| 19463  | 0x6B   | DMUL                                           |
| 19464  | 0x63   | DADD                                           |
| 19465  | 0x39   | DSTORE 7                                       |
| 19467  | 0x1C   | ILOAD_2                                        |
| 19468  | 0x99   | IFEQ 16                                        |
| 19471  | 0x26   | DLOAD_0                                        |
| 19472  | 0x77   | DNEG                                           |
| 19473  | 0x26   | DLOAD_0                                        |
| 19474  | 0x18   | DLOAD 5                                        |
| 19476  | 0x18   | DLOAD 7                                        |
| 19478  | 0x6F   | DDIV                                           |
| 19479  | 0x6B   | DMUL                                           |
| 19480  | 0x67   | DSUB                                           |
| 19481  | 0xA7   | GOTO 12                                        |
| 19484  | 0x26   | DLOAD_0                                        |
| 19485  | 0x26   | DLOAD_0                                        |
| 19486  | 0x18   | DLOAD 5                                        |
| 19488  | 0x18   | DLOAD 7                                        |
| 19490  | 0x6F   | DDIV                                           |
| 19491  | 0x6B   | DMUL                                           |
| 19492  | 0x63   | DADD                                           |
| 19493  | 0xAF   | DRETURN                                        |
| 19494  | 0x0F   | DCONST_1                                       |
| 19495  | 0x26   | DLOAD_0                                        |
| 19496  | 0x67   | DSUB                                           |
| 19497  | 0x4A   | DSTORE_3                                       |
| 19498  | 0x29   | DLOAD_3                                        |
| 19499  | 0xCD   | LDC2_W_QUICK CPI #63                           |
| 19502  | 0x6B   | DMUL                                           |
| 19503  | 0x39   | DSTORE 5                                       |
| 19505  | 0x18   | DLOAD 5                                        |
| 19507  | 0xCD   | LDC2_W_QUICK CPI #67                           |
| 19510  | 0x18   | DLOAD 5                                        |
| 19512  | 0xCD   | LDC2_W_QUICK CPI #69                           |
| 19515  | 0x18   | DLOAD 5                                        |
| 19517  | 0xCD   | LDC2_W_QUICK CPI #71                           |
| 19520  | 0x18   | DLOAD 5                                        |
| 19522  | 0xCD   | LDC2_W_QUICK CPI #73                           |
| 19525  | 0x18   | DLOAD 5                                        |
| 19527  | 0xCD   | LDC2_W_QUICK CPI #75                           |
| 19530  | 0x18   | DLOAD 5                                        |
| 19532  | 0xCD   | LDC2_W_QUICK CPI #77                           |
| 19535  | 0x6B   | DMUL                                           |
